laugh	1
worth	1
indoctrinate	-1
cocky	-1
intimidates	-1
sappy	-1
assassinations	-1
defeated	-1
vomits	-1
obstacle	-1
gleeful	1
rise	1
shared	1
damages	-1
influential	1
regretting	-1
criticises	-1
evil	-1
unfunny	-1
adequate	1
scapegoat	-1
astoundingly	1
exciting	1
ghost	-1
mess	-1
thoughtless	-1
crisis	-1
celebrates	1
profit	1
boosted	1
congratulate	1
insulted	-1
mistakes	-1
accepting	1
ensure	1
bamboozles	-1
empowerment	1
misfortune	-1
worthless	-1
diseases	-1
respected	1
hate	-1
miserably	-1
ruining	-1
accept	1
derision	-1
not working	-1
rejoiced	1
weakened	-1
dejects	-1
worries	-1
touts	-1
loathsome	-1
conciliates	1
significant	1
beaten	-1
stinker	-1
disliked	-1
incapacitates	-1
pessimistic	-1
empower	1
lethal	-1
no fun	-1
excluded	-1
hoax	-1
dreams	1
scare	-1
frightening	-1
obstructing	-1
contaminating	-1
controversial	-1
macabre	-1
fatiguing	-1
horrible	-1
dysfunction	-1
wasted	-1
fails	-1
expertly	1
fearlessness	1
winning	1
plaguing	-1
forced	-1
boycotted	-1
gold	1
true	1
improper	-1
natural	1
infracting	-1
defeat	-1
overselling	-1
falsely	-1
wronged	-1
boldly	1
burdened	-1
hooligan	-1
laughed	1
distrustful	-1
racists	-1
shortages	-1
help	1
loom	-1
inconsiderate	-1
ennui	-1
deadly	-1
violence	-1
bored	-1
merry	1
criticizes	-1
inflict	-1
hated	-1
fascinate	1
alert	-1
outrageous	-1
rotflol	1
fucking	-1
destroys	-1
unoriginal	-1
ghastly	-1
moron	-1
vigilant	1
mislead	-1
oversimplified	-1
infects	-1
punished	-1
happiness	1
cherishing	1
maldevelopment	-1
inquisitive	1
screwed up	-1
warmth	1
attracting	1
fallen	-1
loved	1
memoriam	-1
subversive	-1
deny	-1
clueless	-1
complicating	-1
choked	-1
disgust	-1
contagions	-1
worse	-1
worshiped	1
vomited	-1
hates	-1
dizzy	-1
solidify	1
enlightening	1
accomplish	1
unmatched	1
wins	1
evacuate	-1
misreports	-1
lobby	-1
encourages	1
dead	-1
mourned	-1
side-effect	-1
yeees	1
flawlessly	1
irate	-1
doubting	-1
glorious	1
fakes	-1
serene	1
squandered	-1
yes	1
bribe	-1
join	1
drunk	-1
poisoned	-1
wow	1
dignity	1
compassion	1
disappointed	-1
impairs	-1
exacerbate	-1
amusements	1
sweeter	1
cute	1
lol	1
excitement	1
moping	-1
ignorant	-1
handpicked	1
harmony	1
inexcusable	-1
unsound	-1
carefulness	1
desperate	-1
dont like	-1
block	-1
indignant	-1
irresistibly	1
salvation	1
douchebag	-1
romantical	1
inexorable	-1
shares	1
enraging	-1
responsibility	1
blockbuster	1
reached	1
avoids	-1
dipshit	-1
havoc	-1
fucker	-1
embittered	-1
litigious	-1
idiotic	-1
clean	1
misused	-1
suave	1
curious	1
spotless	1
scold	-1
mocked	-1
abandons	-1
groaning	-1
poison	-1
endorse	1
polished	1
indifferent	-1
excited	1
charmingly	1
comfort	1
deceive	-1
tyrannic	-1
blesses	1
anxious	-1
homicide	-1
idiot	-1
loss	-1
defender	1
charges	-1
likers	1
dumbass	-1
tremors	-1
award	1
unaware	-1
well-being	1
incompetent	-1
hypocritical	-1
despairing	-1
unapproved	-1
love	1
rightfully	1
casualty	-1
fresh	1
lost	-1
crazier	-1
pushy	-1
complaint	-1
naive	-1
tortures	-1
celebrated	1
distracts	-1
loose	-1
exquisite	1
forbidden	-1
exasperating	-1
rotfl	1
cocksuckers	-1
humane	1
lackadaisical	-1
affected	-1
traumatic	-1
weary	-1
distract	-1
swift	1
torture	-1
seditious	-1
collisions	-1
sentencing	-1
bamboozle	-1
substantial	1
luckily	1
ubiquitous	1
discards	-1
looool	1
enthral	1
exhilarating	1
protects	1
heavyhearted	-1
problems	-1
mispricing	-1
non-approved	-1
skeptic	-1
harasses	-1
hid	-1
interesting	1
romantically	1
damnit	-1
burdens	-1
insensitive	-1
annoys	-1
demands	-1
oppressive	-1
profits	1
intimidated	-1
unsecured	-1
gallantry	1
ignores	-1
infect	-1
cancer	-1
insolvent	-1
hinder	-1
complaints	-1
refused	-1
comfortably	1
motherfucking	-1
death	-1
bullshit	-1
unresearched	-1
oversells	-1
nasty	-1
bankster	-1
confuse	-1
sneaky	-1
cry	-1
hilarious	1
chagrined	-1
disrupts	-1
greenwashing	-1
offending	-1
offender	-1
trapped	-1
stressors	-1
injuries	-1
weakness	-1
comic	1
shame	-1
evacuation	-1
brilliant	1
infatuated	1
contentious	-1
sexy	1
visionary	1
raptures	1
disgusting	-1
infract	-1
bothered	-1
deceptive	-1
strikers	-1
xoxoxo	1
worsens	-1
inappropriate	-1
headache	-1
saluted	1
disorganized	-1
straight	1
once-in-a-lifetime	1
confidence	1
favors	1
panics	-1
deceitful	-1
haters	-1
looses	-1
parley	-1
avenges	-1
perpetrator	-1
gagged	-1
contemptible	-1
revolting	-1
badass	-1
cried	-1
warned	-1
successfully	1
misusing	-1
deficit	-1
tired	-1
smear	-1
litigation	-1
distorted	-1
competencies	1
dilligence	1
proudly	1
brightest	1
rejection	-1
delectable	1
exuberant	1
memorable	1
bitterly	-1
xo	1
avenge	-1
despondent	-1
exposing	-1
betrayed	-1
sufferer	-1
easy	1
chaos	-1
zealot	-1
humor	1
slashing	-1
chided	-1
n00b	-1
collapsed	-1
disqualified	-1
apologized	-1
advanced	1
lurks	-1
overreacting	-1
dick	-1
lazy	-1
demanding	-1
capabilities	1
horrified	-1
sneezed	-1
allegations	-1
condemnation	-1
fortunate	1
kind	1
overreacted	-1
adorable	1
embarrassing	-1
ass	-1
interrupted	-1
lenient	1
whore	-1
repulsed	-1
deception	-1
shattered	-1
benefits	1
imposing	-1
respect	1
appealing	1
madly	-1
reprimanded	-1
embrace	1
violation	-1
revive	1
insufficiency	-1
pardoned	1
controversially	-1
violating	-1
deficient	-1
uneventful	-1
felony	-1
apology	-1
avenger	-1
kickbacks	-1
arrests	-1
fatal	-1
affectionateness	1
haha	1
bitter	-1
prevent	-1
mournful	-1
gripping	1
robed	-1
superb	1
favours	1
solidarity	1
lobbyist	-1
swindling	-1
derides	-1
vividly	1
xoxoxoxo	1
exclusive	1
leading	1
unprofessional	-1
worried	-1
waste	-1
reprimanding	-1
tyrannically	-1
savings	1
attack	-1
insults	-1
petrified	-1
cocksucker	-1
grisly	-1
jewel	1
agonized	-1
destroy	-1
disparaged	-1
inferior	-1
resolves	1
opportunity	1
rejected	-1
betrays	-1
pollution	-1
exploited	-1
appreciating	1
fortunately	1
destroying	-1
acrimonious	-1
misgiving	-1
distorting	-1
swears	-1
obstinate	-1
strengthened	1
cashing in	-1
vindicates	1
profitable	1
farce	-1
benefactors	1
euphoria	1
discouraged	-1
contaminates	-1
somber	-1
prosecute	-1
criminates	-1
intense	1
demanded	-1
desire	1
appeased	1
eviction	-1
critics	-1
fucking beautiful	1
perfection	1
thankful	1
hurrah	1
uneasy	-1
dispute	-1
awkward	-1
devotional	1
defenders	1
legal	1
heroic	1
sorrowful	-1
repulsive	-1
complains	-1
enrages	-1
virtuous	1
suicidal	-1
bullied	-1
toothless	-1
burglar	-1
spamming	-1
protesters	-1
admonish	-1
narcissism	-1
fucking amazing	1
craziest	-1
vision	1
solid	1
impeachments	-1
undesirable	-1
hug	1
hurts	-1
infuriates	-1
betrayal	-1
disrupt	-1
pressured	-1
buoyant	1
dear	1
hailed	1
increase	1
donation	1
helpful	1
mindless	-1
puzzled	-1
sickness	-1
outcry	-1
launched	1
rose	1
infectious	-1
conflict	-1
growths	1
rapist	-1
humorous	1
friendly	1
disapprove	-1
underestimating	-1
accuses	-1
stricken	-1
goodlooking	1
satisfied	1
imbecile	-1
sadden	-1
kindness	1
disagreement	-1
crying	-1
distressing	-1
obstruct	-1
foreclosures	-1
incense	-1
offend	-1
reach	1
frauds	-1
touting	-1
bad luck	-1
dupery	-1
celebrations	1
faithful	1
overreaction	-1
lapsed	-1
misrepresent	-1
scams	-1
desirous	1
mischiefs	-1
faggot	-1
aghast	-1
kills	-1
obsolete	-1
forget	-1
wrongdoings	-1
disguise	-1
lied	-1
heartless	-1
criminated	-1
yummy	1
oversimplifies	-1
offence	-1
selfishness	-1
winner	1
tenderness	1
pretty	1
allow	1
imaginative	1
powerless	-1
ugh	-1
degraded	-1
shrew	-1
bother	-1
tranquil	1
rejecting	-1
threatening	-1
happiest	1
accidents	-1
vexing	-1
poorest	-1
indicted	-1
aborted	-1
donate	1
deficiencies	-1
hahahah	1
poorly	-1
prohibits	-1
fake	-1
pity	-1
strikes	-1
intact	1
dislikes	-1
deportations	-1
immobilized	-1
grim	-1
discredited	-1
cleaner	1
undermined	-1
fatigued	-1
relieve	1
menace	-1
forgettable	-1
illness	-1
harm	-1
stopping	-1
useless	-1
provoked	-1
inability	-1
misrepresentations	-1
handsome	1
interrupt	-1
dupe	-1
safer	1
prospect	1
poised	-1
trusts	1
elated	1
silly	-1
disrespect	-1
guilt	-1
ftw	1
toxic	-1
constipation	-1
adores	1
unselfish	1
bomb	-1
slickest	1
defer	-1
right direction	1
improving	1
criminals	-1
insanity	-1
worthy	1
lovely	1
overreacts	-1
depressed	-1
salient	1
postponed	-1
lolol	1
comforting	1
filthy	-1
esteemed	1
illegally	-1
exacerbating	-1
dangerously	-1
punitive	-1
deformed	-1
wealth	1
pissed	-1
shitty	-1
mistake	-1
tarnishes	-1
crush	-1
joyous	1
sleeplessness	-1
applauding	1
loving-kindness	1
lagged	-1
admitted	-1
better	1
upsets	-1
enterprising	1
gray	-1
friendliness	1
disbelieve	-1
bright	1
bully	-1
cover-up	-1
sustainability	1
motivating	1
reassuring	1
fucking fantastic	1
forefront	1
enchanted	1
sluggish	-1
justified	1
duped	-1
compassionate	1
twat	-1
dismissed	-1
ironic	-1
denying	-1
disappears	-1
irony	-1
alienation	-1
resolution	1
murderer	-1
disconsolate	-1
compliments	1
peaceful	1
uninspired	-1
appalled	-1
amazed	1
accused	-1
denounces	-1
delighted	1
astound	1
apologizes	-1
penalty	-1
poor	-1
infantilized	-1
impair	-1
persecute	-1
verdicts	-1
stress	-1
allegation	-1
jeopardy	-1
ally	1
suspected	-1
devotion	1
reliably	1
disgusted	-1
favorites	1
agonised	-1
extends	1
gratification	1
interest	1
misbranding	-1
unforgiving	-1
flops	-1
deported	-1
nervously	-1
survived	1
avert	-1
appeasing	1
thank	1
exasperates	-1
futile	-1
scandalous	-1
illegal	-1
disappoints	-1
refreshingly	1
outage	-1
maltreatment	-1
beautifully	1
abhor	-1
flawed	-1
brutally	-1
validated	1
absolves	1
fire	-1
stall	-1
deporting	-1
made-up	-1
damned	-1
outreach	1
atrocity	-1
fascinated	1
kickback	-1
sprightly	1
diffident	-1
brisk	1
fail	-1
restricting	-1
displeased	-1
fighting	-1
offended	-1
smarter	1
abandoned	-1
treasures	1
inquisition	-1
chance	1
vapid	-1
foul	-1
ranters	-1
ugly	-1
bloody	-1
overreact	-1
missing	-1
courage	1
perpetrated	-1
crude	-1
ineffectual	-1
favorably	1
awesome	1
scornful	-1
misleading	-1
poorer	-1
overload	-1
polluter	-1
frightened	-1
boosts	1
exhausted	-1
impeded	-1
struggle	-1
troll	-1
damage	-1
jerk	-1
favourites	1
detracts	-1
moaning	-1
uncredited	-1
yeah	1
likable	1
disappoint	-1
hindrance	-1
best	1
harass	-1
biased	-1
misclassifies	-1
unsure	-1
inefficient	-1
acquitted	1
sad	-1
steal	-1
astounds	1
avenging	-1
quaking	-1
audacious	1
postpone	-1
peacefully	1
costly	-1
weaknesses	-1
terrorized	-1
undercooked	-1
fainthearted	-1
stalling	-1
contagion	-1
faggots	-1
brutal	-1
penalized	-1
snubs	-1
neglects	-1
fabulously	1
torn	-1
wealthier	1
delay	-1
overstatement	-1
reject	-1
looming	-1
advantageously	1
outraged	-1
intelligent	1
murdering	-1
incapable	-1
offensive	-1
bereave	-1
vivacious	1
bamboozled	-1
greenwashers	-1
settlement	1
guarantee	1
sucks	-1
indignation	-1
triumph	1
enjoy	1
bereaving	-1
oppressions	-1
benefit	1
acquit	1
responsive	1
laughting	1
accidentally	-1
abusing	-1
unreleting	-1
complacent	-1
evacuating	-1
distresses	-1
misconducts	-1
intimidate	-1
restores	1
damaging	-1
hiding	-1
swearing	-1
enslaved	-1
active	1
devastated	-1
impose	-1
rants	-1
fascinates	1
terrific	1
riveting	1
fortune	1
disruptions	-1
helpless	-1
fabulous	1
underperforming	-1
spark	1
harassing	-1
enslave	-1
suck	-1
bereaves	-1
succeeds	1
acquitting	1
greet	1
deterrent	-1
despair	-1
severe	-1
scandal	-1
praise	1
doomed	-1
revives	1
adopts	1
damn	-1
accomplishes	1
urgent	-1
granting	1
inspiration	1
hapless	-1
cynical	-1
nifty	1
trouble	-1
promote	1
degrade	-1
impresses	1
can't stand	-1
anti	-1
moan	-1
enrage	-1
vague	-1
dazzling	1
victimizes	-1
greetings	1
does not work	-1
convicted	-1
imposes	-1
mirth	1
well-proportioned	1
astounding	1
applaud	1
blackmails	-1
paradox	-1
warns	-1
weep	-1
gift	1
suspended	-1
raped	-1
messed	-1
pathetic	-1
retreat	-1
racist	-1
fatality	-1
bore	-1
obscenity	-1
dehumanized	-1
erroneous	-1
jolly	1
absentee	-1
adore	1
leave	-1
prepared	1
kidnaps	-1
pleasurable	1
honour	1
frisky	1
abductions	-1
flawless	1
adoration	1
fond	1
livid	-1
diamond	1
blackmailing	-1
methodically	1
perfectly	1
authority	1
disturbing	-1
dedicated	1
helps	1
hardship	-1
infections	-1
faith	1
madness	-1
enthusiastic	1
rainy	-1
bravura	1
funeral	-1
regrets	-1
clarity	1
forgive	1
splendid	1
apocalyptic	-1
tainted	-1
fulfill	1
warm	1
trap	-1
favorable	1
greed	-1
direful	-1
tension	-1
disheartened	-1
escaping	-1
disguising	-1
dismal	-1
gag	-1
wowww	1
quality	1
rebellion	-1
dud	-1
afraid	-1
questionable	-1
solidifies	1
agonises	-1
shortage	-1
irresponsibly	-1
unimaginative	-1
disapproves	-1
aggravates	-1
enjoyable	1
apologises	-1
discernment	1
supporting	1
inspires	1
strange	-1
apologize	-1
infuriating	-1
penalizing	-1
inefficiently	-1
spirited	1
beautiful	1
clouded	-1
smiles	1
peace	1
restrictive	-1
blame	-1
swindle	-1
damn cute	1
polluted	-1
woeful	-1
evergreening	-1
prblms	-1
battles	-1
stink	-1
panicked	-1
alarmists	-1
capable	1
disgustful	-1
pardoning	1
supporters	1
condemn	-1
ineffectively	-1
agog	1
suspect	-1
annoyance	-1
fucking perfect	1
novel	1
shamed	-1
agonising	-1
validates	1
terrorize	-1
amazes	1
obsessed	1
hooliganism	-1
colliding	-1
prisoners	-1
suspicious	-1
distressed	-1
fucking great	1
disparaging	-1
graceful	1
interrogated	-1
monopolizes	-1
haplessness	-1
childish	-1
accomplished	1
conciliate	1
selfish	-1
fantastic	1
accident	-1
hacked	-1
consent	1
regretted	-1
fair	1
ill	-1
big	1
humour	1
uplifting	1
attacks	-1
struggles	-1
sin	-1
enlighten	1
inefficiency	-1
fuckface	-1
rotflmfao	1
excuse	-1
bargain	1
insipid	-1
sincerest	1
fad	-1
lobbying	-1
rob	-1
intimidation	-1
overjoyed	1
disapproved	-1
funnier	1
notorious	-1
stopped	-1
scary	-1
shocking	-1
terrorists	-1
thrilled	1
repercussion	-1
mocks	-1
spacious	1
feeling	1
surviving	1
honoring	1
exaggerating	-1
downcast	-1
bias	-1
funerals	-1
risk	-1
wavering	-1
await	-1
appreciate	1
best damn	1
misrepresented	-1
struggling	-1
mocking	-1
honest	1
oops	-1
ungenerous	-1
secures	1
freedoms	1
impeachment	-1
admonished	-1
complain	-1
nosey	-1
recognition	1
transgressed	-1
adventures	1
hater	-1
relieving	1
predatory	-1
scream	-1
green washing	-1
corrupt	-1
durable	1
want	1
exempt	-1
dying	-1
wooo	1
wonderfully	1
idiocy	-1
invasion	-1
motivate	1
neglecting	-1
delighting	1
woow	1
bad	-1
steadfast	1
penalizes	-1
lucrative	1
fervent	1
blocked	-1
bravery	1
pollute	-1
purest	1
abused	-1
risky	-1
humerous	1
unstable	-1
badness	-1
verdict	-1
noisy	-1
oks	1
favourably	1
rant	-1
odd	-1
marvelous	1
rigorously	1
mourn	-1
assault	-1
affectionate	1
appropriate	1
infecting	-1
compliment	1
lame	-1
discriminatory	-1
solutions	1
kill	-1
delights	1
violated	-1
sarcastic	-1
aboard	1
absentees	-1
dirtier	-1
encouragement	1
approval	1
terrorist	-1
bloated	-1
huge	1
slip	-1
warnings	-1
heartbreaking	-1
intimacy	1
thwarting	-1
vindicate	1
unbearable	-1
deaths	-1
manipulating	-1
adoringly	1
wtff	-1
strength	1
donates	1
lapse	-1
poverty	-1
cheered	1
vomit	-1
thwarts	-1
foreclosure	-1
aura	1
redeemed	1
glad	1
disorders	-1
aching	-1
lawsuit	-1
unhealthy	-1
limited	-1
underestimated	-1
provoke	-1
luck	1
misplaces	-1
praises	1
oxymoron	-1
underperform	-1
grieved	-1
riots	-1
deplore	-1
shaky	-1
blackmailed	-1
sexistic	-1
dodgy	-1
lurking	-1
abusive	-1
plague	-1
convivial	1
outrage	-1
misrepresenting	-1
slumping	-1
condemns	-1
perturbed	-1
passive	-1
funky	1
deportation	-1
calming	1
brilliances	1
provoking	-1
ouch	-1
solved	1
allergic	-1
fatalities	-1
prisoner	-1
generous	1
banned	-1
confidently	1
jocular	1
vitamin	1
robust	1
contemptuously	-1
lonesome	-1
intricate	1
suffered	-1
arrest	-1
criticising	-1
manipulation	-1
charisma	1
seduced	-1
criticizing	-1
unhappy	-1
lethargy	-1
accepts	1
explorations	1
apologizing	-1
loves	1
sunshine	1
chagrin	-1
reliable	1
dire	-1
doubtful	-1
chastise	-1
disinclined	-1
rebel	-1
forgotten	-1
misconducting	-1
troubled	-1
infuriated	-1
cool	1
neglected	-1
irreproducible	-1
resentful	-1
destruction	-1
gruesome	-1
obstructs	-1
complained	-1
invulnerable	1
lobbied	-1
cheats	-1
expel	-1
elegant	1
deferring	-1
pressure	-1
violence-related	-1
succeed	1
exacerbates	-1
melancholy	-1
propaganda	-1
garbage	-1
careful	1
pure	1
kind of	-1
visions	1
honor	1
sympathetic	1
negativity	-1
impeding	-1
abuses	-1
imperfect	-1
unequal	-1
demoralized	-1
fervid	1
visioning	1
unintentional	-1
misplaced	-1
sincerely	1
rescue	1
hell	-1
gains	1
battle	-1
fuked	-1
disappointing	-1
distrust	-1
cheerfully	1
atrocious	-1
stolen	-1
shock	-1
focused	1
agreeable	1
attract	1
engage	1
enlightens	1
blockade	-1
hopelessness	-1
squandering	-1
healthy	1
ignorance	-1
combat	-1
modernize	1
mourns	-1
exonerates	1
harsher	-1
severely	-1
grants	1
restrict	-1
fraud	-1
euphoric	1
calmed	1
oversold	-1
flaw	-1
snubbing	-1
apologising	-1
timid	-1
magnificent	1
liar	-1
top	1
honoured	1
devastation	-1
abuse	-1
shocks	-1
broke	-1
clearly	1
infracts	-1
illegitimate	-1
blessings	1
apprehensive	-1
committing	1
disgraced	-1
dump	-1
incensing	-1
refined	1
postpones	-1
flop	-1
gaining	1
sedition	-1
felonies	-1
terror	-1
discarding	-1
impressed	1
refusing	-1
succeeded	1
joy	1
amusement	1
unmotivated	-1
chastises	-1
tender	1
deceives	-1
warning	-1
alive	1
medal	1
crowding	-1
substantially	1
worsened	-1
arrogant	-1
discriminated	-1
bankrupt	-1
badly	-1
ardent	1
bitch	-1
unsuccessful	-1
forgetful	-1
adventure	1
spiritless	-1
ungrateful	-1
intrigues	1
prosperous	1
fraudster	-1
strong	1
tense	-1
resigned	-1
hysterical	-1
loomed	-1
balanced	1
goodwill	1
unappreciated	-1
polluters	-1
compelled	1
oversell	-1
gain	1
mongering	-1
misunderstood	-1
